Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no,Repository
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,getAdditionalInfo,Magic Number,The method contains a magic number: 10,456,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,createDisbursementItem,Long Identifier,The length of the identifier batchItemRequestEncryptedBytes is 30.,467,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,createDisbursementItem,Long Identifier,The length of the identifier batchItemResponseSensitiveData is 30.,467,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,createDisbursementItem,Long Statement,"The length of the statement ""byte[] batchItemRequestEncryptedBytes=crypto.encryptWithAes(batchItemRequestToBeEncrypted`decoder.decode(initializeResponse.get(""key"").toString())`decoder.decode(initializeResponse.get(""iv"").toString()));"" is 204.",467,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,createDisbursementItem,Long Statement,"The length of the statement ""ResponseEntity<String> batchItemResponseEntity=this.apiGateway.exchange(url`HttpMethod.POST`batchItemRequestEntity`String.class);"" is 129.",467,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,createDisbursementItem,Long Statement,"The length of the statement ""Map<String`Object> responseMap=(Map<String`Object>)responseMapper.readValue(batchItemResponseEntity.getBody()`Object.class);"" is 124.",467,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,createDisbursementItem,Long Statement,"The length of the statement ""byte[] rawResponseDecryptedBytes=crypto.decryptWithAes(batchItemDecodedSensitiveData`decoder.decode(initializeResponse.get(""key"").toString())`decoder.decode(initializeResponse.get(""iv"").toString()));"" is 199.",467,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,createDisbursementItem,Long Statement,"The length of the statement ""BatchItemResponse batchItemResponse=(BatchItemResponse)this.objectMapper.readValue(responseSensitiveData`BatchItemResponse.class);"" is 130.",467,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,disbursementBatchCreate,Long Identifier,The length of the identifier batchCreateResponseSensitiveData is 32.,535,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,disbursementBatchCreate,Long Identifier,The length of the identifier batchCreateResponseDecodedSensitiveData is 39.,535,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,disbursementBatchCreate,Long Statement,"The length of the statement ""byte[] rawEncryptedBytes=crypto.encryptWithAes(batchCreateDataToBeEncrypted`decoder.decode(initializeResponse.get(""key"").toString())`decoder.decode(initializeResponse.get(""iv"").toString()));"" is 190.",535,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,disbursementBatchCreate,Long Statement,"The length of the statement ""ResponseEntity<String> batchCreateResponse=this.apiGateway.exchange(url`HttpMethod.POST`completeRequestEntity`String.class);"" is 124.",535,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,disbursementBatchCreate,Long Statement,"The length of the statement ""byte[] rawResponseDecryptedBytes=crypto.decryptWithAes(batchCreateResponseDecodedSensitiveData`decoder.decode(initializeResponse.get(""key"").toString())`decoder.decode(initializeResponse.get(""iv"").toString()));"" is 209.",535,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,disbursementBatchCreate,Long Statement,"The length of the statement ""BatchCreateResponse decryptedBatchCreateResponse=(BatchCreateResponse)this.objectMapper.readValue(responseSensitiveData`BatchCreateResponse.class);"" is 147.",535,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,batchStatusLive,Long Statement,"The length of the statement ""String orderStatusCheckRequest=""https://api.mynagad.com/api/bulk/processing/detailed-status/"" + batchID + ""?page=0&pageSize=5000&itemStatus=ENROLLED"";"" is 150.",598,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,batchStatusLive,Long Statement,"The length of the statement ""ResponseEntity<String> response=this.apiGateway.exchange(orderStatusCheckRequest`HttpMethod.GET`orderStatusEntity`String.class);"" is 128.",598,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,batchStatusLive,Long Statement,"The length of the statement ""BathStatusResponse bathStatusResponse=(BathStatusResponse)mapper.readValue(response.getBody().toString()`BathStatusResponse.class);"" is 131.",598,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,batchStatusLive,Magic Number,The method contains a magic number: 1000.00,598,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,batchStatusLive,Magic Number,The method contains a magic number: 1000.00,598,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,batchClose,Long Statement,"The length of the statement ""byte[] rawEncryptedBytes=crypto.encryptWithAes(txnRawDataToBeEncrypted`decoder.decode(initializeResponse.get(""key"").toString())`decoder.decode(initializeResponse.get(""iv"").toString()));"" is 185.",637,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,batchClose,Long Statement,"The length of the statement ""byte[] plainSensitiveData=crypto.decryptWithAes(initialDecodedSensitiveData`decoder.decode(initializeResponse.get(""key"").toString())`decoder.decode(initializeResponse.get(""iv"").toString()));"" is 190.",637,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,batchClose,Magic Number,The method contains a magic number: 20,637,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,batchClose,Magic Number,The method contains a magic number: 300000,637,mfi
mfi,com.ngd.mfi.service,RefundService,initialize,Long Statement,"The length of the statement ""byte[] rawSignatureBytes=crypto.sign(this.crypto.getPrivate(this.privateKeyPath)`initializationRawData.getBytes(""UTF-8""));"" is 122.",89,mfi
mfi,com.ngd.mfi.service,RefundService,initialize,Long Statement,"The length of the statement ""String body=""{\n"" + ""\t\""merchantAggregatorId\"":\"""" + this.maId + ""\""`\n""+ ""\t\""requestDateTime\"":\""""+ datetime+ ""\""`\n""+ ""\t\""random\"":\""""+ random+ ""\""`\n""+ ""\t\""signature\"":\""""+ signature+ ""\""\n""+ ""}"";"" is 203.",89,mfi
mfi,com.ngd.mfi.service,RefundService,refund,Long Identifier,The length of the identifier decryptedRechargeSensitiveDataMap is 33.,156,mfi
mfi,com.ngd.mfi.service,RefundService,refund,Long Statement,"The length of the statement ""String txnRawDataToBeEncrypted=this.objectMapper.writeValueAsString(this.generateTxnData(datetime`random`initializeResponse.get(""challenge"").toString()));"" is 154.",156,mfi
mfi,com.ngd.mfi.service,RefundService,refund,Long Statement,"The length of the statement ""byte[] rawEncryptedBytes=crypto.encryptWithAes(txnRawDataToBeEncrypted`decoder.decode(initializeResponse.get(""key"").toString())`decoder.decode(initializeResponse.get(""iv"").toString()));"" is 185.",156,mfi
mfi,com.ngd.mfi.service,RefundService,refund,Long Statement,"The length of the statement ""ResponseEntity<String> refundResponse=this.apiGateway.exchange(refundRequestUrl`HttpMethod.POST`refundRequestEntity`String.class);"" is 130.",156,mfi
mfi,com.ngd.mfi.service,RefundService,refund,Long Statement,"The length of the statement ""byte[] rawResponseDecryptedBytes=crypto.decryptWithAes(completeDecodedSensitiveData`decoder.decode(initializeResponse.get(""key"").toString())`decoder.decode(initializeResponse.get(""iv"").toString()));"" is 198.",156,mfi
mfi,com.ngd.mfi.service,RefundService,refund,Long Statement,"The length of the statement ""Map<String`Object> decryptedRechargeSensitiveDataMap=(Map<String`Object>)this.objectMapper.readValue(responseSensitiveData`Object.class);"" is 137.",156,mfi
mfi,com.ngd.mfi.service,RefundService,refund,Magic Number,The method contains a magic number: 20,156,mfi
mfi,com.ngd.mfi.service,RefundService,refund,Magic Number,The method contains a magic number: 300000,156,mfi
mfi,com.ngd.mfi.service,RefundService,getBalance,Long Statement,"The length of the statement ""ResponseEntity<String> response=this.apiGateway.exchange(getBalanceRequestUrl`HttpMethod.GET`requestEntity`String.class);"" is 121.",230,mfi
mfi,com.ngd.mfi.service,RefundService,getBalance,Magic Number,The method contains a magic number: 20,230,mfi
mfi,com.ngd.mfi.service,RefundService,getBalance,Magic Number,The method contains a magic number: 300000,230,mfi
mfi,com.ngd.mfi.service,RefundService,batchClose,Long Identifier,The length of the identifier batchApproveRequestToBeEncrypted is 32.,326,mfi
mfi,com.ngd.mfi.service,RefundService,batchClose,Long Identifier,The length of the identifier batchApproveRequestEncryptedBytes is 33.,326,mfi
mfi,com.ngd.mfi.service,RefundService,batchClose,Long Identifier,The length of the identifier batchApproveResponseSensitiveData is 33.,326,mfi
mfi,com.ngd.mfi.service,RefundService,batchClose,Long Identifier,The length of the identifier batchApproveDecodedSensitiveData is 32.,326,mfi
mfi,com.ngd.mfi.service,RefundService,batchClose,Long Statement,"The length of the statement ""byte[] batchApproveRequestEncryptedBytes=crypto.encryptWithAes(batchApproveRequestToBeEncrypted`decoder.decode(initializeResponse.get(""key"").toString())`decoder.decode(initializeResponse.get(""iv"").toString()));"" is 210.",326,mfi
mfi,com.ngd.mfi.service,RefundService,batchClose,Long Statement,"The length of the statement ""ResponseEntity<String> batchApproveResponseEntity=this.apiGateway.exchange(url`HttpMethod.POST`batchApproveRequestEntity`String.class);"" is 135.",326,mfi
mfi,com.ngd.mfi.service,RefundService,batchClose,Long Statement,"The length of the statement ""Map<String`Object> responseMap=(Map<String`Object>)responseMapper.readValue(batchApproveResponseEntity.getBody()`Object.class);"" is 127.",326,mfi
mfi,com.ngd.mfi.service,RefundService,batchClose,Long Statement,"The length of the statement ""byte[] rawResponseDecryptedBytes=crypto.decryptWithAes(batchApproveDecodedSensitiveData`decoder.decode(initializeResponse.get(""key"").toString())`decoder.decode(initializeResponse.get(""iv"").toString()));"" is 202.",326,mfi
mfi,com.ngd.mfi.service,RefundService,batchClose,Long Statement,"The length of the statement ""BatchApproveResponse batchApproveResponse=(BatchApproveResponse)this.objectMapper.readValue(responseSensitiveData`BatchApproveResponse.class);"" is 142.",326,mfi
mfi,com.ngd.mfi.service,RefundService,batchStatus,Long Statement,"The length of the statement ""String orderStatusCheckRequest=""https://api.mynagad.com/api/bulk/processing/detailed-status/"" + batchID + ""?page=0&pageSize=10000000&itemStatus=FAILED"";"" is 152.",383,mfi
mfi,com.ngd.mfi.service,RefundService,batchStatus,Long Statement,"The length of the statement ""ResponseEntity<String> response=this.apiGateway.exchange(orderStatusCheckRequest`HttpMethod.GET`orderStatusEntity`String.class);"" is 128.",383,mfi
mfi,com.ngd.mfi.service,RefundService,batchStatus,Long Statement,"The length of the statement ""BathStatusResponse bathStatusResponse=(BathStatusResponse)mapper.readValue(response.getBody().toString()`BathStatusResponse.class);"" is 131.",383,mfi
mfi,com.ngd.mfi.service,RefundService,batchStatus,Magic Number,The method contains a magic number: 1000.00,383,mfi
mfi,com.ngd.mfi.service,ReversalService,process,Long Statement,"The length of the statement ""ResponseEntity<String> response=this.apiGateway.exchange(""https://authtest.mynagad.com:10900/authentication-service-provider-1.0/oauth/token?username=uatdemo18@gmail.com&password=N@gad1234&grant_type=password""`HttpMethod.POST`requestEntity`String.class);"" is 254.",17,mfi
mfi,com.ngd.mfi.util,CryptoUtility,encrypt,Long Statement,"The length of the statement ""catch ( NoSuchPaddingException|BadPaddingException|IllegalBlockSizeException|InvalidKeyException|NoSuchAlgorithmException var6) {"" is 129.",40,mfi
mfi,com.ngd.mfi.util,CryptoUtility,decrypt,Long Statement,"The length of the statement ""catch ( NoSuchPaddingException|InvalidKeyException|BadPaddingException|IllegalBlockSizeException|NoSuchAlgorithmException var6) {"" is 129.",54,mfi
mfi,com.ngd.mfi.util,CryptoUtility,decrypt,Magic Number,The method contains a magic number: 2,54,mfi
mfi,com.ngd.mfi.util,CryptoUtility,generateRandomNumber,Magic Number,The method contains a magic number: 10,122,mfi
mfi,com.ngd.mfi.util,CryptoUtility,decryptWithAes,Magic Number,The method contains a magic number: 2,154,mfi
onlinepay,(default package),MavenWrapperDownloader,main,Empty catch clause,The method has an empty catch block.,49,onlinepay
onlinepay,(default package),MavenWrapperDownloader,main,Long Identifier,The length of the identifier mavenWrapperPropertyFileInputStream is 35.,49,onlinepay
onlinepay,com.nagad.onlinepay.model,BIMANLIVE,run,Long Identifier,The length of the identifier sensitiveDataInitializeResponse is 31.,42,onlinepay
onlinepay,com.nagad.onlinepay.model,BIMANLIVE,run,Long Statement,"The length of the statement ""String body=""{\n"" + ""\t\""dateTime\"":\"""" + datetime + ""\""`\n""+ ""\t\""sensitiveData\"":\""""+ sensitiveData+ ""\""`\n""+ ""\t\""signature\"":\""""+ signature+ ""\""\n""+ ""}"";"" is 157.",42,onlinepay
onlinepay,com.nagad.onlinepay.model,BIMANLIVE,run,Long Statement,"The length of the statement ""InitializeResponse response=(InitializeResponse)this.apiGateway.postForObject(initializeRequest`requestEntity`InitializeResponse.class`new Object[0]);"" is 150.",42,onlinepay
onlinepay,com.nagad.onlinepay.model,BIMANLIVE,run,Long Statement,"The length of the statement ""SensitiveDataInitializeResponse sensitiveDataInitializeResponse=(SensitiveDataInitializeResponse)objectMapper.readValue(responseSensitiveData`SensitiveDataInitializeResponse.class);"" is 181.",42,onlinepay
onlinepay,com.nagad.onlinepay.model,BIMANLIVE,run,Long Statement,"The length of the statement ""Boolean verify=crypto.verifySign(crypto.getPublic(this.gwPublicKeyPath)`rawDecryptedBytes`decoder.decode(response.getSignature()));"" is 131.",42,onlinepay
onlinepay,com.nagad.onlinepay.model,BIMANLIVE,run,Long Statement,"The length of the statement ""String body1=""{ \""sensitiveData\"": \"""" + sensitiveData + ""\""` \""signature\"": \""""+ signature+ ""\""` \""merchantCallbackURL\"": \""http://imrul.info/payment-success.php\""` \""additionalMerchantInfo\"": { \""productName\"":\""shirt\""` \""productCount\"":1 } } "";"" is 248.",42,onlinepay
onlinepay,com.nagad.onlinepay.model,BIMANLIVE,run,Long Statement,"The length of the statement ""String orderRequest=""https://api.mynagad.com/api/dfs/check-out/complete/"" + sensitiveDataInitializeResponse.getPaymentReferenceId();"" is 132.",42,onlinepay
onlinepay,com.nagad.onlinepay.model,BIMANLIVE,run,Long Statement,"The length of the statement ""ResponseEntity<String> orderResponse=this.apiGateway.exchange(orderRequest`HttpMethod.POST`orderRequestEntity`String.class);"" is 124.",42,onlinepay
onlinepay,com.nagad.onlinepay.model,BIMANLIVE,cancel,Long Statement,"The length of the statement ""InitializeResponse response=(InitializeResponse)this.apiGateway.postForObject(orderRequest`orderRequestEntity`InitializeResponse.class`new Object[0]);"" is 150.",150,onlinepay
onlinepay,com.nagad.onlinepay.model,BTCLBOSSLIVE,run,Long Identifier,The length of the identifier sensitiveDataInitializeResponse is 31.,42,onlinepay
onlinepay,com.nagad.onlinepay.model,BTCLBOSSLIVE,run,Long Statement,"The length of the statement ""String body=""{\n"" + ""\t\""dateTime\"":\"""" + datetime + ""\""`\n""+ ""\t\""sensitiveData\"":\""""+ sensitiveData+ ""\""`\n""+ ""\t\""signature\"":\""""+ signature+ ""\""\n""+ ""}"";"" is 157.",42,onlinepay
onlinepay,com.nagad.onlinepay.model,BTCLBOSSLIVE,run,Long Statement,"The length of the statement ""InitializeResponse response=(InitializeResponse)this.apiGateway.postForObject(initializeRequest`requestEntity`InitializeResponse.class`new Object[0]);"" is 150.",42,onlinepay
onlinepay,com.nagad.onlinepay.model,BTCLBOSSLIVE,run,Long Statement,"The length of the statement ""SensitiveDataInitializeResponse sensitiveDataInitializeResponse=(SensitiveDataInitializeResponse)objectMapper.readValue(responseSensitiveData`SensitiveDataInitializeResponse.class);"" is 181.",42,onlinepay
onlinepay,com.nagad.onlinepay.model,BTCLBOSSLIVE,run,Long Statement,"The length of the statement ""Boolean verify=crypto.verifySign(crypto.getPublic(this.gwPublicKeyPath)`rawDecryptedBytes`decoder.decode(response.getSignature()));"" is 131.",42,onlinepay
onlinepay,com.nagad.onlinepay.model,BTCLBOSSLIVE,run,Long Statement,"The length of the statement ""String body1=""{ \""sensitiveData\"": \"""" + sensitiveData + ""\""` \""signature\"": \""""+ signature+ ""\""` \""merchantCallbackURL\"": \""http://imrul.info/payment-success.php\""` \""additionalMerchantInfo\"": { \""productName\"":\""shirt\""` \""productCount\"":1 } } "";"" is 248.",42,onlinepay
onlinepay,com.nagad.onlinepay.model,BTCLBOSSLIVE,run,Long Statement,"The length of the statement ""String orderRequest=""https://api.mynagad.com/api/dfs/check-out/complete/"" + sensitiveDataInitializeResponse.getPaymentReferenceId();"" is 132.",42,onlinepay
onlinepay,com.nagad.onlinepay.model,BTCLBOSSLIVE,run,Long Statement,"The length of the statement ""ResponseEntity<String> orderResponse=this.apiGateway.exchange(orderRequest`HttpMethod.POST`orderRequestEntity`String.class);"" is 124.",42,onlinepay
onlinepay,com.nagad.onlinepay.model,BTCLBOSSLIVE,cancel,Long Statement,"The length of the statement ""InitializeResponse response=(InitializeResponse)this.apiGateway.postForObject(orderRequest`orderRequestEntity`InitializeResponse.class`new Object[0]);"" is 150.",150,onlinepay
onlinepay,com.nagad.onlinepay.model,CNSBDLIVE,run,Long Identifier,The length of the identifier sensitiveDataInitializeResponse is 31.,42,onlinepay
onlinepay,com.nagad.onlinepay.model,CNSBDLIVE,run,Long Statement,"The length of the statement ""String body=""{\n"" + ""\t\""dateTime\"":\"""" + datetime + ""\""`\n""+ ""\t\""sensitiveData\"":\""""+ sensitiveData+ ""\""`\n""+ ""\t\""signature\"":\""""+ signature+ ""\""\n""+ ""}"";"" is 157.",42,onlinepay
onlinepay,com.nagad.onlinepay.model,CNSBDLIVE,run,Long Statement,"The length of the statement ""InitializeResponse response=(InitializeResponse)this.apiGateway.postForObject(initializeRequest`requestEntity`InitializeResponse.class`new Object[0]);"" is 150.",42,onlinepay
onlinepay,com.nagad.onlinepay.model,CNSBDLIVE,run,Long Statement,"The length of the statement ""SensitiveDataInitializeResponse sensitiveDataInitializeResponse=(SensitiveDataInitializeResponse)objectMapper.readValue(responseSensitiveData`SensitiveDataInitializeResponse.class);"" is 181.",42,onlinepay
onlinepay,com.nagad.onlinepay.model,CNSBDLIVE,run,Long Statement,"The length of the statement ""Boolean verify=crypto.verifySign(crypto.getPublic(this.gwPublicKeyPath)`rawDecryptedBytes`decoder.decode(response.getSignature()));"" is 131.",42,onlinepay
onlinepay,com.nagad.onlinepay.model,CNSBDLIVE,run,Long Statement,"The length of the statement ""String body1=""{ \""sensitiveData\"": \"""" + sensitiveData + ""\""` \""signature\"": \""""+ signature+ ""\""` \""merchantCallbackURL\"": \""http://imrul.info/payment-success.php\""` \""additionalMerchantInfo\"": { \""productName\"":\""shirt\""` \""productCount\"":1 } } "";"" is 248.",42,onlinepay
onlinepay,com.nagad.onlinepay.model,CNSBDLIVE,run,Long Statement,"The length of the statement ""String orderRequest=""https://api.mynagad.com/api/dfs/check-out/complete/"" + sensitiveDataInitializeResponse.getPaymentReferenceId();"" is 132.",42,onlinepay
onlinepay,com.nagad.onlinepay.model,CNSBDLIVE,run,Long Statement,"The length of the statement ""ResponseEntity<String> orderResponse=this.apiGateway.exchange(orderRequest`HttpMethod.POST`orderRequestEntity`String.class);"" is 124.",42,onlinepay
onlinepay,com.nagad.onlinepay.model,CNSBDLIVE,cancel,Long Statement,"The length of the statement ""InitializeResponse response=(InitializeResponse)this.apiGateway.postForObject(orderRequest`orderRequestEntity`InitializeResponse.class`new Object[0]);"" is 150.",150,onlinepay
onlinepay,com.nagad.onlinepay.model,CryptoUtility,decrypt,Long Statement,"The length of the statement ""catch ( NoSuchPaddingException|InvalidKeyException|BadPaddingException|IllegalBlockSizeException|NoSuchAlgorithmException var6) {"" is 129.",45,onlinepay
onlinepay,com.nagad.onlinepay.model,CryptoUtility,decrypt,Magic Number,The method contains a magic number: 2,45,onlinepay
onlinepay,com.nagad.onlinepay.model,CryptoUtility,decryptWithAESAndIV,Magic Number,The method contains a magic number: 16,58,onlinepay
onlinepay,com.nagad.onlinepay.model,CryptoUtility,signWithHMAC,Magic Number,The method contains a magic number: 1024,118,onlinepay
onlinepay,com.nagad.onlinepay.model,CryptoUtility,encrypt,Long Statement,"The length of the statement ""catch ( NoSuchPaddingException|BadPaddingException|IllegalBlockSizeException|InvalidKeyException|NoSuchAlgorithmException var6) {"" is 129.",142,onlinepay
onlinepay,com.nagad.onlinepay.model,CryptoUtility,generateRandomNumber,Magic Number,The method contains a magic number: 10,266,onlinepay
onlinepay,com.nagad.onlinepay.model,CryptoUtility,decryptWithAes,Magic Number,The method contains a magic number: 2,298,onlinepay
onlinepay,com.nagad.onlinepay.model,Payment,pay,Long Identifier,The length of the identifier sensitiveDataInitializeResponse is 31.,49,onlinepay
onlinepay,com.nagad.onlinepay.model,Payment,pay,Long Statement,"The length of the statement ""byte[] rawEncryptedBytes=crypto.encrypt(crypto.getPublic(this.gwPublicKeyPath)`rawDataToBeEncrypted.getBytes(StandardCharsets.UTF_8));"" is 134.",49,onlinepay
onlinepay,com.nagad.onlinepay.model,Payment,pay,Long Statement,"The length of the statement ""byte[] rawSignatureBytes=crypto.sign(crypto.getPrivate(this.privateKeyPath)`rawDataToBeEncrypted.getBytes(StandardCharsets.UTF_8));"" is 131.",49,onlinepay
onlinepay,com.nagad.onlinepay.model,Payment,pay,Long Statement,"The length of the statement ""String body=""{\n"" + ""\t\""dateTime\"":\"""" + datetime + ""\""`\n""+ ""\t\""sensitiveData\"":\""""+ sensitiveData+ ""\""`\n""+ ""\t\""signature\"":\""""+ signature+ ""\""\n""+ ""}"";"" is 157.",49,onlinepay
onlinepay,com.nagad.onlinepay.model,Payment,pay,Long Statement,"The length of the statement ""InitializeResponse response=(InitializeResponse)this.apiGateway.postForObject(initializeRequest`requestEntity`InitializeResponse.class`new Object[0]);"" is 150.",49,onlinepay
onlinepay,com.nagad.onlinepay.model,Payment,pay,Long Statement,"The length of the statement ""SensitiveDataInitializeResponse sensitiveDataInitializeResponse=(SensitiveDataInitializeResponse)objectMapper.readValue(responseSensitiveData`SensitiveDataInitializeResponse.class);"" is 181.",49,onlinepay
onlinepay,com.nagad.onlinepay.model,Payment,pay,Long Statement,"The length of the statement ""Boolean verify=crypto.verifySign(crypto.getPublic(this.gwPublicKeyPath)`rawDecryptedBytes`decoder.decode(response.getSignature()));"" is 131.",49,onlinepay
onlinepay,com.nagad.onlinepay.model,Payment,pay,Long Statement,"The length of the statement ""rawEncryptedBytes=crypto.encrypt(crypto.getPublic(this.gwPublicKeyPath)`rawDataToBeEncrypted.getBytes(StandardCharsets.UTF_8));"" is 127.",49,onlinepay
onlinepay,com.nagad.onlinepay.model,Payment,pay,Long Statement,"The length of the statement ""rawSignatureBytes=crypto.sign(crypto.getPrivate(this.privateKeyPath)`rawDataToBeEncrypted.getBytes(StandardCharsets.UTF_8));"" is 124.",49,onlinepay
onlinepay,com.nagad.onlinepay.model,Payment,pay,Long Statement,"The length of the statement ""String body1=""{ \""sensitiveData\"": \"""" + sensitiveData + ""\""` \""signature\"": \""""+ signature+ ""\""` \""merchantCallbackURL\"": \""http://sandbox.mynagad.com:10707/merchant-server/web/confirm\""` ""+ ""\""additionalMerchantInfo\"": {\n""+ "" \""serviceName\"" : \""Service Name Dynamic\""`\n""+ "" \""serviceLogoURL\"" : \""""+ logoURL+ ""\""`\n""+ "" \""additionalFieldNameEN\"" : \""Gateway Fee\""`\n""+ "" \""additionalFieldNameBN\"" : \""গেটওয়ে ফি\""`\n""+ "" \""additionalFieldValue\"" : \""10\""`\n""+ "" \""productName\"" : \""shirt\""\n""+ ""} } "";"" is 506.",49,onlinepay
onlinepay,com.nagad.onlinepay.model,Payment,pay,Long Statement,"The length of the statement ""String orderRequest=this.base_url + ""/api/dfs/check-out/complete/"" + sensitiveDataInitializeResponse.getPaymentReferenceId();"" is 125.",49,onlinepay
onlinepay,com.nagad.onlinepay.model,Payment,pay,Long Statement,"The length of the statement ""ResponseEntity<String> orderResponse=this.apiGateway.exchange(orderRequest`HttpMethod.POST`orderRequestEntity`String.class);"" is 124.",49,onlinepay
onlinepay,com.nagad.onlinepay.model,Payment,checkStatus,Long Statement,"The length of the statement ""ResponseEntity<VerifyResponse> orderStatusCheckResponse=this.apiGateway.exchange(orderStatusCheckRequest`HttpMethod.GET`orderStatusEntity`VerifyResponse.class);"" is 160.",174,onlinepay
onlinepay,com.nagad.onlinepay.model,Payment,cancel,Long Statement,"The length of the statement ""byte[] rawEncryptedBytes=crypto.encrypt(crypto.getPublic(this.gwPublicKeyPath)`rawDataToBeEncrypted.getBytes(StandardCharsets.UTF_8));"" is 134.",200,onlinepay
onlinepay,com.nagad.onlinepay.model,Payment,cancel,Long Statement,"The length of the statement ""byte[] rawSignatureBytes=crypto.sign(crypto.getPrivate(this.privateKeyPath)`rawDataToBeEncrypted.getBytes(StandardCharsets.UTF_8));"" is 131.",200,onlinepay
onlinepay,com.nagad.onlinepay.model,Payment,cancel,Long Statement,"The length of the statement ""InitializeResponse response=(InitializeResponse)this.apiGateway.postForObject(orderRequest`orderRequestEntity`InitializeResponse.class`new Object[0]);"" is 150.",200,onlinepay
onlinepay,com.nagad.onlinepay.model,PaymentGateway,regularPayment,Long Identifier,The length of the identifier sensitiveDataInitializeResponse is 31.,49,onlinepay
onlinepay,com.nagad.onlinepay.model,PaymentGateway,regularPayment,Long Statement,"The length of the statement ""String body=""{\n"" + ""\t\""dateTime\"":\"""" + datetime + ""\""`\n""+ ""\t\""sensitiveData\"":\""""+ sensitiveData+ ""\""`\n""+ ""\t\""signature\"":\""""+ signature+ ""\""\n""+ ""}"";"" is 157.",49,onlinepay
onlinepay,com.nagad.onlinepay.model,PaymentGateway,regularPayment,Long Statement,"The length of the statement ""InitializeResponse response=(InitializeResponse)this.apiGateway.postForObject(initializeRequest`requestEntity`InitializeResponse.class`new Object[0]);"" is 150.",49,onlinepay
onlinepay,com.nagad.onlinepay.model,PaymentGateway,regularPayment,Long Statement,"The length of the statement ""SensitiveDataInitializeResponse sensitiveDataInitializeResponse=(SensitiveDataInitializeResponse)objectMapper.readValue(responseSensitiveData`SensitiveDataInitializeResponse.class);"" is 181.",49,onlinepay
onlinepay,com.nagad.onlinepay.model,PaymentGateway,regularPayment,Long Statement,"The length of the statement ""Boolean verify=crypto.verifySign(crypto.getPublic(this.gwPublicKeyPath)`rawDecryptedBytes`decoder.decode(response.getSignature()));"" is 131.",49,onlinepay
onlinepay,com.nagad.onlinepay.model,PaymentGateway,regularPayment,Long Statement,"The length of the statement ""String body1=""{ \""sensitiveData\"": \"""" + sensitiveData + ""\""` \""signature\"": \""""+ signature+ ""\""` \""merchantCallbackURL\"": \""http://sandbox.mynagad.com:10707/merchant-server/web/confirm\""` ""+ ""\""additionalMerchantInfo\"": {\n""+ "" \""serviceName\"" : \""Akash DTH\""`\n""+ "" \""serviceLogoURL\"" : \""""+ logoURL+ ""\""`\n""+ "" \""additionalFieldNameEN\"" : \""Discount\""`\n""+ "" \""additionalFieldNameBN\"" : \""ডিসকাউন্ট\""`\n""+ "" \""additionalFieldValue\"" : \""10\""`\n""+ "" \""productName\"" : \""shirt\""\n""+ ""} } "";"" is 491.",49,onlinepay
onlinepay,com.nagad.onlinepay.model,PaymentGateway,regularPayment,Long Statement,"The length of the statement ""String orderRequest=this.base_url + ""/api/dfs/check-out/complete/"" + sensitiveDataInitializeResponse.getPaymentReferenceId();"" is 125.",49,onlinepay
onlinepay,com.nagad.onlinepay.model,PaymentGateway,regularPayment,Long Statement,"The length of the statement ""ResponseEntity<String> orderResponse=this.apiGateway.exchange(orderRequest`HttpMethod.POST`orderRequestEntity`String.class);"" is 124.",49,onlinepay
onlinepay,com.nagad.onlinepay.model,PaymentGateway,addNagadAccountTokenization,Long Identifier,The length of the identifier initializeResponseSensitiveData is 31.,173,onlinepay
onlinepay,com.nagad.onlinepay.model,PaymentGateway,addNagadAccountTokenization,Long Identifier,The length of the identifier sensitiveDataInitializeResponse is 31.,173,onlinepay
